uid,model,category,source,k_eff,n_hallucination,n_partial,n_refusal,n_correct,p_hat,p_hat_partial_half,p_hat_partial_full,refusal_rate,k_half_even,k_half_odd,n_hall_even,n_hall_odd,p_hat_even,p_hat_odd,n_partial_even,n_partial_odd,n_truncated,mean_output_tokens,median_output_tokens
pool:borderline_fake_102,gpt-oss-120b,borderline_plausible_fake,pool,20,17,0,0,3,0.85,0.85,0.85,0.0,10,10,9,8,0.9,0.8,0,0,0,340.7,328.5
pool:borderline_fake_102,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,5,0,0,15,0.25,0.25,0.25,0.0,10,10,3,2,0.3,0.2,0,0,0,29.7,29.0
pool:borderline_fake_103,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,10,9,1.0,0.9,0,0,0,393.95,356.0
pool:borderline_fake_103,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,42.35,26.0
pool:borderline_fake_104,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,1222.6,1278.5
pool:borderline_fake_104,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,10,8,1.0,0.8,0,0,0,154.45,167.5
pool:borderline_fake_105,gpt-oss-120b,borderline_plausible_fake,pool,20,3,0,0,17,0.15,0.15,0.15,0.0,10,10,0,3,0.0,0.3,0,0,2,1197.15,1158.5
pool:borderline_fake_105,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,39.8,22.5
pool:borderline_fake_106,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,9,10,0.9,1.0,0,0,0,463.6,447.5
pool:borderline_fake_106,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,12,0,0,8,0.6,0.6,0.6,0.0,10,10,6,6,0.6,0.6,0,0,0,52.8,47.5
pool:borderline_fake_107,gpt-oss-120b,borderline_plausible_fake,pool,20,8,0,0,12,0.4,0.4,0.4,0.0,10,10,3,5,0.3,0.5,0,0,7,1778.9,1949.5
pool:borderline_fake_107,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,264.25,259.5
pool:borderline_fake_108,gpt-oss-120b,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,1,481.65,385.0
pool:borderline_fake_108,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,64.65,72.5
pool:borderline_fake_109,gpt-oss-120b,borderline_plausible_fake,pool,20,4,0,0,16,0.2,0.2,0.2,0.0,10,10,2,2,0.2,0.2,0,0,0,504.15,463.0
pool:borderline_fake_109,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,47.05,47.5
pool:borderline_fake_11,gpt-oss-120b,borderline_plausible_fake,pool,20,13,0,0,7,0.65,0.65,0.65,0.0,10,10,6,7,0.6,0.7,0,0,0,748.6,715.0
pool:borderline_fake_11,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,0,1,0.0,0.1,1,0,0,57.85,63.0
pool:borderline_fake_111,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,9,10,0.9,1.0,0,0,8,1753.35,2007.5
pool:borderline_fake_111,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,58.45,56.0
pool:borderline_fake_112,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,418.65,418.5
pool:borderline_fake_112,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,39.65,38.5
pool:borderline_fake_113,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,334.55,304.0
pool:borderline_fake_113,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,62.85,62.5
pool:borderline_fake_114,gpt-oss-120b,borderline_plausible_fake,pool,20,7,1,0,12,0.35,0.375,0.4,0.0,10,10,4,3,0.4,0.3,1,0,0,813.3,790.5
pool:borderline_fake_114,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,3,3,0,14,0.15,0.225,0.3,0.0,10,10,2,1,0.2,0.1,2,1,0,155.35,175.0
pool:borderline_fake_115,gpt-oss-120b,borderline_plausible_fake,pool,20,10,0,0,10,0.5,0.5,0.5,0.0,10,10,6,4,0.6,0.4,0,0,0,672.3,638.5
pool:borderline_fake_115,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,57.0,58.5
pool:borderline_fake_116,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,11,1827.5,2048.0
pool:borderline_fake_116,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,82.25,77.5
pool:borderline_fake_117,gpt-oss-120b,borderline_plausible_fake,pool,20,15,1,0,4,0.75,0.775,0.8,0.0,10,10,7,8,0.7,0.8,0,1,0,1131.35,1256.5
pool:borderline_fake_117,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,60.45,58.0
pool:borderline_fake_119,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,368.15,339.5
pool:borderline_fake_119,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,8,10,0.8,1.0,0,0,0,129.1,97.5
pool:borderline_fake_12,gpt-oss-120b,borderline_plausible_fake,pool,20,8,1,0,11,0.4,0.425,0.45,0.0,10,10,3,5,0.3,0.5,1,0,0,476.15,393.5
pool:borderline_fake_12,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,32.0,28.0
pool:borderline_fake_120,gpt-oss-120b,borderline_plausible_fake,pool,20,16,0,0,4,0.8,0.8,0.8,0.0,10,10,8,8,0.8,0.8,0,0,4,1496.3,1663.0
pool:borderline_fake_120,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,49.1,49.5
pool:borderline_fake_121,gpt-oss-120b,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,280.65,248.5
pool:borderline_fake_121,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,44.2,46.0
pool:borderline_fake_122,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,10,9,1.0,0.9,0,0,0,1305.7,1296.0
pool:borderline_fake_122,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,1,1,17,0.05,0.075,0.1,0.05,10,10,0,1,0.0,0.1,0,1,0,24.05,21.0
pool:borderline_fake_123,gpt-oss-120b,borderline_plausible_fake,pool,20,16,0,0,4,0.8,0.8,0.8,0.0,10,10,8,8,0.8,0.8,0,0,3,1373.8,1426.0
pool:borderline_fake_123,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,59.9,56.0
pool:borderline_fake_124,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,9,10,0.9,1.0,0,0,1,1451.75,1445.5
pool:borderline_fake_124,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,51.1,58.5
pool:borderline_fake_125,gpt-oss-120b,borderline_plausible_fake,pool,20,17,0,0,3,0.85,0.85,0.85,0.0,10,10,9,8,0.9,0.8,0,0,0,489.75,460.5
pool:borderline_fake_125,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,24.7,20.5
pool:borderline_fake_126,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,9,10,0.9,1.0,0,0,0,1063.95,1052.0
pool:borderline_fake_126,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,70.95,73.0
pool:borderline_fake_127,gpt-oss-120b,borderline_plausible_fake,pool,20,1,0,2,17,0.05,0.05,0.05,0.1,10,10,0,1,0.0,0.1,0,0,0,205.25,213.0
pool:borderline_fake_127,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,56.2,53.0
pool:borderline_fake_128,gpt-oss-120b,borderline_plausible_fake,pool,20,13,1,0,6,0.65,0.675,0.7,0.0,10,10,5,8,0.5,0.8,1,0,0,540.3,529.0
pool:borderline_fake_128,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,11,0,0,9,0.55,0.55,0.55,0.0,10,10,5,6,0.5,0.6,0,0,0,27.45,22.0
pool:borderline_fake_129,gpt-oss-120b,borderline_plausible_fake,pool,20,15,0,0,5,0.75,0.75,0.75,0.0,10,10,8,7,0.8,0.7,0,0,0,443.3,415.5
pool:borderline_fake_129,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,0,1,0,62.6,67.0
pool:borderline_fake_13,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,252.95,239.0
pool:borderline_fake_13,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,16,0,0,4,0.8,0.8,0.8,0.0,10,10,10,6,1.0,0.6,0,0,0,37.1,34.0
pool:borderline_fake_130,gpt-oss-120b,borderline_plausible_fake,pool,20,3,0,0,17,0.15,0.15,0.15,0.0,10,10,1,2,0.1,0.2,0,0,0,700.4,542.0
pool:borderline_fake_130,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,4,16,0.0,0.0,0.0,0.2,10,10,0,0,0.0,0.0,0,0,0,27.6,23.0
pool:borderline_fake_131,gpt-oss-120b,borderline_plausible_fake,pool,20,19,1,0,0,0.95,0.975,1.0,0.0,10,10,10,9,1.0,0.9,0,1,0,881.9,923.5
pool:borderline_fake_131,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,76.6,77.5
pool:borderline_fake_132,gpt-oss-120b,borderline_plausible_fake,pool,20,17,0,0,3,0.85,0.85,0.85,0.0,10,10,9,8,0.9,0.8,0,0,2,1486.05,1598.5
pool:borderline_fake_132,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,2,17,0.05,0.05,0.05,0.1,10,10,1,0,0.1,0.0,0,0,0,77.15,64.0
pool:borderline_fake_133,gpt-oss-120b,borderline_plausible_fake,pool,20,16,0,2,2,0.8,0.8,0.8,0.1,10,10,8,8,0.8,0.8,0,0,0,491.55,474.0
pool:borderline_fake_133,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,35.65,29.5
pool:borderline_fake_134,gpt-oss-120b,borderline_plausible_fake,pool,20,10,0,0,10,0.5,0.5,0.5,0.0,10,10,4,6,0.4,0.6,0,0,0,531.05,450.0
pool:borderline_fake_134,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,39.05,33.0
pool:borderline_fake_136,gpt-oss-120b,borderline_plausible_fake,pool,20,14,0,1,5,0.7,0.7,0.7,0.05,10,10,5,9,0.5,0.9,0,0,2,1341.35,1391.0
pool:borderline_fake_136,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,70.05,67.0
pool:borderline_fake_137,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,1207.2,1194.0
pool:borderline_fake_137,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,5,2,1,12,0.25,0.3,0.35,0.05,10,10,0,5,0.0,0.5,2,0,0,82.9,75.0
pool:borderline_fake_138,gpt-oss-120b,borderline_plausible_fake,pool,20,13,0,0,7,0.65,0.65,0.65,0.0,10,10,7,6,0.7,0.6,0,0,0,834.9,893.0
pool:borderline_fake_138,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,5,2,0,13,0.25,0.3,0.35,0.0,10,10,2,3,0.2,0.3,2,0,0,125.2,117.5
pool:borderline_fake_139,gpt-oss-120b,borderline_plausible_fake,pool,20,11,0,0,9,0.55,0.55,0.55,0.0,10,10,4,7,0.4,0.7,0,0,0,789.3,735.0
pool:borderline_fake_139,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,56.85,54.0
pool:borderline_fake_14,gpt-oss-120b,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,1,1014.5,817.0
pool:borderline_fake_14,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,61.1,56.5
pool:borderline_fake_140,gpt-oss-120b,borderline_plausible_fake,pool,20,6,0,0,14,0.3,0.3,0.3,0.0,10,10,4,2,0.4,0.2,0,0,0,143.95,133.5
pool:borderline_fake_140,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,17.4,15.0
pool:borderline_fake_141,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,15,1973.0,2048.0
pool:borderline_fake_141,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,4,1,1,14,0.2,0.225,0.25,0.05,10,10,2,2,0.2,0.2,0,1,0,92.75,54.5
pool:borderline_fake_142,gpt-oss-120b,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,266.25,273.0
pool:borderline_fake_142,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,44.1,43.0
pool:borderline_fake_144,gpt-oss-120b,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,1119.75,1069.0
pool:borderline_fake_144,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,11,0,0,9,0.55,0.55,0.55,0.0,10,10,5,6,0.5,0.6,0,0,0,123.4,154.5
pool:borderline_fake_145,gpt-oss-120b,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,10,9,1.0,0.9,0,0,2,1676.05,1758.5
pool:borderline_fake_145,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,100.1,103.0
pool:borderline_fake_147,gpt-oss-120b,borderline_plausible_fake,pool,20,6,0,0,14,0.3,0.3,0.3,0.0,10,10,4,2,0.4,0.2,0,0,0,683.35,574.0
pool:borderline_fake_147,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,1,0,0,49.05,40.5
pool:borderline_fake_148,gpt-oss-120b,borderline_plausible_fake,pool,20,13,2,0,5,0.65,0.7,0.75,0.0,10,10,7,6,0.7,0.6,1,1,1,1194.85,1252.5
pool:borderline_fake_148,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,72.9,73.5
pool:borderline_fake_149,gpt-oss-120b,borderline_plausible_fake,pool,20,17,0,0,3,0.85,0.85,0.85,0.0,10,10,9,8,0.9,0.8,0,0,0,648.75,617.5
pool:borderline_fake_149,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,202.5,206.0
pool:borderline_fake_15,gpt-oss-120b,borderline_plausible_fake,pool,20,17,0,0,3,0.85,0.85,0.85,0.0,10,10,8,9,0.8,0.9,0,0,0,629.55,668.5
pool:borderline_fake_15,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,52.95,51.5
pool:borderline_fake_16,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,425.0,406.5
pool:borderline_fake_16,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,10,1,0,9,0.5,0.525,0.55,0.0,10,10,4,6,0.4,0.6,1,0,0,37.2,35.0
pool:borderline_fake_17,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,8,1756.15,1943.5
pool:borderline_fake_17,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,9,10,0.9,1.0,0,0,0,267.35,246.5
pool:borderline_fake_18,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,361.65,339.0
pool:borderline_fake_18,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,27.95,24.5
pool:borderline_fake_19,gpt-oss-120b,borderline_plausible_fake,pool,20,14,0,0,6,0.7,0.7,0.7,0.0,10,10,7,7,0.7,0.7,0,0,0,424.05,415.5
pool:borderline_fake_19,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,6,0,0,14,0.3,0.3,0.3,0.0,10,10,2,4,0.2,0.4,0,0,0,48.15,43.5
pool:borderline_fake_2,gpt-oss-120b,borderline_plausible_fake,pool,20,9,0,0,11,0.45,0.45,0.45,0.0,10,10,6,3,0.6,0.3,0,0,0,445.75,403.5
pool:borderline_fake_2,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,54.9,56.0
pool:borderline_fake_21,gpt-oss-120b,borderline_plausible_fake,pool,20,5,0,0,15,0.25,0.25,0.25,0.0,10,10,2,3,0.2,0.3,0,0,4,1092.1,1083.0
pool:borderline_fake_21,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,97.5,101.5
pool:borderline_fake_22,gpt-oss-120b,borderline_plausible_fake,pool,20,16,0,0,4,0.8,0.8,0.8,0.0,10,10,10,6,1.0,0.6,0,0,16,1977.45,2048.0
pool:borderline_fake_22,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,104.85,105.0
pool:borderline_fake_23,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,952.4,889.0
pool:borderline_fake_23,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,2,0,0,18,0.1,0.1,0.1,0.0,10,10,1,1,0.1,0.1,0,0,0,61.6,71.0
pool:borderline_fake_24,gpt-oss-120b,borderline_plausible_fake,pool,20,4,0,1,15,0.2,0.2,0.2,0.05,10,10,2,2,0.2,0.2,0,0,0,761.65,830.5
pool:borderline_fake_24,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,101.3,117.0
pool:borderline_fake_25,gpt-oss-120b,borderline_plausible_fake,pool,20,3,0,0,17,0.15,0.15,0.15,0.0,10,10,1,2,0.1,0.2,0,0,0,352.65,343.0
pool:borderline_fake_25,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,55.35,50.5
pool:borderline_fake_26,gpt-oss-120b,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,843.0,761.0
pool:borderline_fake_26,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,57.7,57.0
pool:borderline_fake_28,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,390.6,386.0
pool:borderline_fake_28,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,43.8,42.5
pool:borderline_fake_29,gpt-oss-120b,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,483.15,423.5
pool:borderline_fake_29,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,3,17,0.0,0.0,0.0,0.15,10,10,0,0,0.0,0.0,0,0,0,40.45,36.0
pool:borderline_fake_3,gpt-oss-120b,borderline_plausible_fake,pool,20,12,0,0,8,0.6,0.6,0.6,0.0,10,10,6,6,0.6,0.6,0,0,0,576.35,516.0
pool:borderline_fake_3,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,51.55,50.0
pool:borderline_fake_30,gpt-oss-120b,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,756.05,820.5
pool:borderline_fake_30,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,66.9,70.0
pool:borderline_fake_31,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,456.4,438.5
pool:borderline_fake_31,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,73.0,81.0
pool:borderline_fake_32,gpt-oss-120b,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,407.5,416.0
pool:borderline_fake_32,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,2,0,0,18,0.1,0.1,0.1,0.0,10,10,0,2,0.0,0.2,0,0,0,45.7,53.0
pool:borderline_fake_34,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,1,1449.45,1528.5
pool:borderline_fake_34,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,77.25,68.0
pool:borderline_fake_35,gpt-oss-120b,borderline_plausible_fake,pool,20,12,1,0,7,0.6,0.625,0.65,0.0,10,10,5,7,0.5,0.7,1,0,2,1165.75,1149.5
pool:borderline_fake_35,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,1,2,17,0.0,0.025,0.05,0.1,10,10,0,0,0.0,0.0,1,0,0,75.8,72.0
pool:borderline_fake_36,gpt-oss-120b,borderline_plausible_fake,pool,20,6,0,0,14,0.3,0.3,0.3,0.0,10,10,5,1,0.5,0.1,0,0,2,845.75,479.0
pool:borderline_fake_36,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,82.75,85.5
pool:borderline_fake_37,gpt-oss-120b,borderline_plausible_fake,pool,20,10,0,0,10,0.5,0.5,0.5,0.0,10,10,5,5,0.5,0.5,0,0,0,497.05,480.5
pool:borderline_fake_37,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,44.55,45.5
pool:borderline_fake_38,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,4,1598.8,1545.5
pool:borderline_fake_38,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,302.45,303.0
pool:borderline_fake_39,gpt-oss-120b,borderline_plausible_fake,pool,20,15,0,0,5,0.75,0.75,0.75,0.0,10,10,8,7,0.8,0.7,0,0,0,391.9,373.0
pool:borderline_fake_39,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,49.05,50.0
pool:borderline_fake_4,gpt-oss-120b,borderline_plausible_fake,pool,20,12,0,0,8,0.6,0.6,0.6,0.0,10,10,8,4,0.8,0.4,0,0,0,386.55,357.5
pool:borderline_fake_4,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,67.25,64.5
pool:borderline_fake_40,gpt-oss-120b,borderline_plausible_fake,pool,20,17,0,0,3,0.85,0.85,0.85,0.0,10,10,8,9,0.8,0.9,0,0,5,1588.2,1760.5
pool:borderline_fake_40,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,83.65,83.0
